Timestamp,Please enter your age:,Please Choose your gender:,Marital Status:,What is your profession?,What is your monthly income?,How would you describe your family?,What is the total number of members in your family?,"What is the approximate ""average"" age of your family?",The number of Adults in your family,The number of Children in your family,How would you describe your area of residence?,How many people earn for your family?,What is your family's monthly income?,Has any of your family members contracted COVID-19?,Have you lost any family member(s) due to COVID-19?,How would you describe the ease of access to the nearest medical support from your area of residence?,How would you describe the feeling of love in your family?,The lockdown period has allowed your family members to enjoy the time they spend together.,Your family is satisfied with how things are during lockdown.,Your family is thankful with what they have during the lockdown period.,Do you sense fear within the family?,Do you sense anxiety within the family?,How often do fights break out between family members?,Your family members understand and respect each others personal privacy.,What are your Family Reactions whenever a difficult situation arises?,What is the general reaction of the family when there is some form of good news?
8/10/2021 10:36:13,21,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,32,4,0,Urban Area,1,"10,000 - 39,000 BDT",No,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Agree,Neutral,Agree,Not at all.,I don't feel like there is.,There are fights sometimes.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 10:37:24,25,Male,Unmarried,Student,"10,000 - 39,000 BDT",Extended Family,9,30,6,3,Urban Area,4,"More than 100,000 BDT",Yes,No,Close but Hard to Manage,It is the same as before the lockdown period,Disagree,Disagree,Disagree,I haven't paid attention.,I do feel it sometimes.,I haven't paid attention.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/10/2021 10:42:08,23,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,4,42,4,0,Urban Area,2,"40,000 - 69,999 BDT",Yes,Yes,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Agree,Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/10/2021 10:44:23,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,36,4,0,Urban Area,2,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/10/2021 10:46:58,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,7,30,5,2,Suburban Area,2,"70,000 - 100,000 BDT",Yes,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/10/2021 10:48:30,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,29,4,0,Rural Area,1,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Neutral,Disagree,I do feel it sometimes.,I do feel it most of the time.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 10:55:37,23,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,8,40,8,0,Rural Area,5,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Disagree,Neutral,I don't feel like there is.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 11:14:25,21,Female,Unmarried,Student,I do not have any income at the moment,Extended Family,7,22,6,1,Rural Area,4,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It has slightly increased during the lockdown period,Neutral,Disagree,Disagree,I haven't paid attention.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is almost no reaction at all.
8/10/2021 11:17:57,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,42,4,0,Urban Area,1,"70,000 - 100,000 BDT",No,No,Far but Manageable,It is the same as before the lockdown period,Agree,Disagree,Strongly Agree,I haven't paid attention.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 11:23:34,24,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,12,35,8,5,Urban Area,4,"More than 100,000 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 11:46:40,27,Male,Unmarried,Personal Business,"10,000 - 39,000 BDT",Extended Family,13,35,7,6,Urban Area,4,"More than 100,000 BDT",Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Strongly Disagree,Agree,Not at all.,Not at all.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 12:17:55,25,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,7,27,5,1,Suburban Area,2,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Neutral,Neutral,I haven't paid attention.,I haven't paid attention.,Problems are often resolved before fights break out.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/10/2021 12:41:57,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,25,4,1,Urban Area,2,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Disagree,Agree,I haven't paid attention.,I do feel it most of the time.,There are fights sometimes.,Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/10/2021 12:49:19,20,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,27,3,1,Urban Area,0,"Less than 10,000 BDT",No,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Agree,Disagree,Disagree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is almost no reaction at all.
8/10/2021 12:50:21,21,Male,Unmarried,Student,Decline to respond,Extended Family,12,25,8,4,Suburban Area,4,Decline to respond,No,No,Close & Manageable.,It is the same as before the lockdown period,Strongly Agree,Neutral,Neutral,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 12:51:29,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,20,4,0,Urban Area,1,"10,000 - 39,000 BDT",No,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Agree,Disagree,Strongly Disagree,I do feel it most of the time.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:01:55,22,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,40,3,1,Suburban Area,2,Decline to respond,No,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Neutral,Agree,I don't feel like there is.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:09:23,24,Male,Unmarried,Employed,"10,000 - 39,000 BDT",Nuclear Family,7,35,6,1,Urban Area,2,Decline to respond,No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Neutral,Neutral,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:13:24,19,Female,Unmarried,Student,I do not have any income at the moment,Extended Family,12,50,10,2,Urban Area,4,"10,000 - 39,000 BDT",No,No,Far but Hard to Manage,It has increased a lot during the lockdown period,Neutral,Neutral,Neutral,I don't feel like there is.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:14:46,23,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,3,50,2,0,Urban Area,3,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Neutral,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:16:43,23,Male,Unmarried,Student,"10,000 - 39,000 BDT",Nuclear Family,4,40,4,0,Rural Area,2,"More than 100,000 BDT",No,No,Close but Hard to Manage,It is the same as before the lockdown period,Agree,Neutral,Disagree,I don't feel like there is.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/10/2021 13:21:09,26,Male,Unmarried,Employed,"40,000 - 69,999 BDT",Extended Family,11,20,7,4,Urban Area,4,"More than 100,000 BDT",No,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Agree,Agree,Strongly Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:22:26,23,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,28,1,1,Suburban Area,2,"10,000 - 39,000 BDT",Yes,Yes,Far but Manageable,It has increased a lot during the lockdown period,Agree,Strongly Disagree,Disagree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:29:01,21,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,8,33,8,0,Urban Area,2,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Disagree,Disagree,Not at all.,Not at all.,Problems are often resolved before fights break out.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/10/2021 13:30:51,25,Male,Unmarried,Student,"10,000 - 39,000 BDT",Nuclear Family,6,34,6,0,Urban Area,2,"More than 100,000 BDT",No,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Disagree,Agree,I do feel it sometimes.,I don't feel like there is.,Problems are often resolved before fights break out.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
